id,gu_name,name,rate,address,x_pos,y_pos,main_dishes,price,image_path
479,광진구,쭈꾸미킹,3.9,서울시 광진구 화양동 10-1 한아름쇼핑센터,37.5435023,127.0699004,해산물 요리,만원-2만원,../img/food_img/479.png
480,광진구,투또톤토 에스프레소바,3.9,서울시 광진구 화양동 5-3 1F,37.5421879,127.0713013,카페 / 디저트,만원 미만,../img/food_img/480.png
481,광진구,띵똥와플,3.9,서울시 광진구 화양동 3-43,37.542643,127.0713737,카페 / 디저트,만원 미만,../img/food_img/481.png
482,광진구,벨롱에스프레소,3.9,서울시 광진구 화양동 110-40 1F,37.5468672,127.071636,카페 / 디저트,만원 미만,../img/food_img/482.png
483,광진구,정면,3.9,서울시 광진구 화양동 32-17 1F,37.5455438,127.0686817,국수 / 면 요리,만원 미만,../img/food_img/483.png
484,광진구,심야식당 쿠난,3.9,서울시 광진구 군자동 45-35,37.5557378,127.077462,이자카야 / 오뎅 / 꼬치,2만원-3만원,../img/food_img/484.png
485,광진구,요마시,3.9,서울시 광진구 군자동 466-2 1F,37.5586115,127.074288,정통 일식 / 일반 일식,만원-2만원,../img/food_img/485.png
486,광진구,모츠커피,3.9,서울시 광진구 화양동 15-20 1F,37.544674,127.0704441,카페 / 디저트,만원 미만,../img/food_img/486.png
487,광진구,천향마라탕,3.9,서울시 광진구 자양동 9-29 1F,37.5399205,127.067297,기타 중식,만원 미만,../img/food_img/487.png
488,광진구,메종드타르트,3.9,서울시 광진구 중곡동 97-1,37.5557796,127.0907901,베이커리,만원 미만,../img/food_img/488.png
489,광진구,애드앤드,3.9,서울시 광진구 화양동 474-1 1F,37.545294,127.0774326,카페 / 디저트,만원 미만,../img/food_img/489.png
490,광진구,화원,3.9,서울시 광진구 화양동 513-1,37.5450459,127.0760305,정통 중식 / 일반 중식,만원 미만,../img/food_img/490.png
491,광진구,옥루몽,3.9,서울시 광진구 화양동 111-124,37.5470395,127.0736371,카페 / 디저트,만원 미만,../img/food_img/491.png
492,광진구,대원칼국수,3.9,서울시 광진구 구의동 243-6 거송빌딩,37.5379606,127.08668,국수 / 면 요리,만원 미만,../img/food_img/492.png
493,광진구,부리또피아,3.9,서울시 광진구 화양동 504-2,37.5453259,127.0758852,남미 음식,만원-2만원,../img/food_img/493.png
494,광진구,포크포크,3.9,서울시 광진구 화양동 5-95 1F,37.5413163,127.0708905,기타 한식,만원 미만,../img/food_img/494.png
495,광진구,신토불이떡볶이,3.8,서울시 광진구 구의동 52-17,37.5525256,127.0904666,기타 한식,만원 미만,../img/food_img/495.png
496,광진구,감성당,3.8,서울시 광진구 화양동 47-15,37.5420586,127.0685002,이탈리안,만원-2만원,../img/food_img/496.png
497,광진구,쿵푸소룽샤,3.8,서울시 광진구 자양동 13-39 1F,37.5395622,127.0650084,기타 중식,만원-2만원,../img/food_img/497.png
498,광진구,카페 아르무아,3.8,서울시 광진구 화양동 5-32,37.5417683,127.0709185,카페 / 디저트,만원 미만,../img/food_img/498.png
499,광진구,체리커피,3.8,서울시 광진구 능동 282-1,37.5551353,127.0786842,카페 / 디저트,만원 미만,../img/food_img/499.png
500,동대문구,어머니대성집,4.5,서울시 동대문구 용두동 232-26,37.5774853,127.0285572,탕 / 찌개 / 전골,만원 미만,../img/food_img/500.png
501,동대문구,시키카츠,4.5,서울시 동대문구 회기동 60-147 1F,37.5913672,127.0486451,까스 요리,만원-2만원,../img/food_img/501.png
502,동대문구,만감,4.5,서울시 동대문구 장안동 139-23 1F,37.5735822,127.0671822,회 / 스시,4만원 이상,../img/food_img/502.png
503,동대문구,육전식당,4.4,서울시 동대문구 신설동 104-3,37.57429,127.0242953,고기 요리,만원-2만원,../img/food_img/503.png
504,동대문구,나정순할매쭈꾸미,4.4,서울시 동대문구 용두동 119-20,37.5770877,127.0307824,해산물 요리,만원-2만원,../img/food_img/504.png
505,동대문구,콘반,4.4,서울시 동대문구 장안동 390-3 듀펠센터 1F,37.5706261,127.067908,까스 요리,만원-2만원,../img/food_img/505.png
506,동대문구,래디컬브루잉클럽,4.4,서울시 동대문구 제기동 137-75 1F,37.5880562,127.0350071,카페 / 디저트,만원 미만,../img/food_img/506.png
507,동대문구,홍릉각,4.3,서울시 동대문구 제기동 838,37.5828024,127.0399674,정통 중식 / 일반 중식,만원 미만,../img/food_img/507.png
508,동대문구,영천선비,4.3,서울시 동대문구 회기동 60-42 1F,37.5914513,127.0517637,고기 요리,만원-2만원,../img/food_img/508.png
509,동대문구,안동집손칼국시,4.3,서울시 동대문구 제기동 1019 경동시장 B1,37.57973,127.03854,국수 / 면 요리,만원 미만,../img/food_img/509.png
510,동대문구,비나,4.3,서울시 동대문구 제기동 137-41,37.588433,127.0352754,인도 음식,만원 미만,../img/food_img/510.png
511,동대문구,정편백,4.3,서울시 동대문구 전농동 568-5,37.5788417,127.050225,고기 요리,만원-2만원,../img/food_img/511.png
512,동대문구,도톰,4.3,서울시 동대문구 장안동 460-2 1F,37.5631738,127.0667794,고기 요리,만원-2만원,../img/food_img/512.png
513,동대문구,남원통닭,4.3,서울시 동대문구 제기동 635-1,37.5804589,127.0425148,닭 / 오리 요리,만원-2만원,../img/food_img/513.png
514,동대문구,스시코야,4.2,서울시 동대문구 답십리동 542-1 1F,37.5732743,127.0462667,회 / 스시,2만원-3만원,../img/food_img/514.png
515,동대문구,King수제만두,4.2,서울시 동대문구 신설동 80-4 1F,37.5765417,127.0241243,딤섬 / 만두,만원 미만,../img/food_img/515.png
516,동대문구,성천막국수,4.2,서울시 동대문구 답십리동 33-28,37.569896,127.057826,국수 / 면 요리,만원 미만,../img/food_img/516.png
517,동대문구,돈부각,4.2,서울시 동대문구 신설동 76-36 2F,37.5765269,127.0253013,까스 요리,만원-2만원,../img/food_img/517.png
518,동대문구,커피그라운즈,4.2,서울시 동대문구 답십리동 36-34,37.5701686,127.0578579,카페 / 디저트,만원 미만,../img/food_img/518.png
519,동대문구,골목길빵공작소,4.2,서울시 동대문구 답십리동 4-104 1F,37.5683878,127.0623135,베이커리,만원 미만,../img/food_img/519.png
520,동대문구,대흥설농탕,4.2,서울시 동대문구 장안동 192-75,37.5669647,127.0625487,탕 / 찌개 / 전골,만원-2만원,../img/food_img/520.png
521,동대문구,촨커,4.2,서울시 동대문구 이문동 349-11,37.5968111,127.0565399,기타 중식,만원-2만원,../img/food_img/521.png
522,동대문구,알로하올라,4.2,서울시 동대문구 회기동 60-49 1F,37.5914999,127.0514944,카페 / 디저트,만원 미만,../img/food_img/522.png
523,동대문구,회기왕족발보쌈,4.1,서울시 동대문구 회기동 45-52,37.5908257,127.053472,고기 요리,만원-2만원,../img/food_img/523.png
524,동대문구,영화장,4.1,서울시 동대문구 이문동 288-23,37.5965447,127.0609206,정통 중식 / 일반 중식,만원 미만,../img/food_img/524.png
525,동대문구,육전식당,4.1,서울시 동대문구 신설동 93-3,37.5736722,127.0275039,고기 요리,만원-2만원,../img/food_img/525.png
526,동대문구,이문동커피집,4.1,서울시 동대문구 이문동 331-56 1F,37.5954554,127.0573273,카페 / 디저트,만원 미만,../img/food_img/526.png
527,동대문구,답십리별미,4.1,서울시 동대문구 답십리동 21-62,37.5683697,127.0575584,한정식 / 백반 / 정통 한식,만원 미만,../img/food_img/527.png
528,동대문구,와가리피순대,4.1,서울시 동대문구 용두동 233-20,37.5781129,127.0279103,탕 / 찌개 / 전골,만원-2만원,../img/food_img/528.png
529,동대문구,춘천메밀막국수,4.1,서울시 동대문구 제기동 989-13,37.580165,127.0398684,국수 / 면 요리,만원 미만,../img/food_img/529.png
530,동대문구,멍군집,4.1,서울시 동대문구 회기동 60-6,37.5912588,127.0526379,고기 요리,만원-2만원,../img/food_img/530.png
531,동대문구,연어이야기,4.1,서울시 동대문구 제기동 122-1,37.5869685,127.0383923,회 / 스시,만원-2만원,../img/food_img/531.png
532,동대문구,포레스티,4.1,서울시 동대문구 이문동 264-325,37.5982109,127.0559022,브런치 / 버거 / 샌드위치,만원 미만,../img/food_img/532.png
533,동대문구,토성옥,4.1,서울시 동대문구 제기동 892-12,37.5795443,127.0362626,탕 / 찌개 / 전골,만원 미만,../img/food_img/533.png
534,동대문구,에잇올리,4.1,서울시 동대문구 회기동 3-79 1F,37.5934601,127.0530669,브런치 / 버거 / 샌드위치,만원 미만,../img/food_img/534.png
535,동대문구,고래돈가스,4.1,서울시 동대문구 제기동 137-46,37.5883581,127.0350471,기타 한식,만원 미만,../img/food_img/535.png
536,동대문구,오관스시,4,서울시 동대문구 회기동 60-101,37.5916044,127.0500569,회 / 스시,만원-2만원,../img/food_img/536.png
537,동대문구,혜성칼국수,4,서울시 동대문구 청량리동 50-18,37.5834234,127.0489865,국수 / 면 요리,만원 미만,../img/food_img/537.png
538,동대문구,79번지국수집,4,서울시 동대문구 회기동 42-79,37.5926847,127.0509532,국수 / 면 요리,만원 미만,../img/food_img/538.png
539,동대문구,놀부만두,4,서울시 동대문구 휘경동 276-33,37.5893551,127.0615066,기타 한식,기타 한식,../img/food_img/539.png
540,동대문구,홍콩중화요리,4,서울시 동대문구 제기동 1204,37.581797,127.0355118,정통 중식 / 일반 중식,만원 미만,../img/food_img/540.png
541,동대문구,서울뼈구이매운족발,4,서울시 동대문구 전농동 602-9 1F,37.585037,127.0512617,고기 요리,만원-2만원,../img/food_img/541.png
542,동대문구,미뇽,4,서울시 동대문구 제기동 142-16 2F,37.5861275,127.033011,브런치 / 버거 / 샌드위치,만원-2만원,../img/food_img/542.png
543,동대문구,경발원,4,서울시 동대문구 휘경동 261-1,37.5904218,127.0612251,정통 중식 / 일반 중식,만원 미만,../img/food_img/543.png
544,동대문구,레알라면,4,서울시 동대문구 회기동 54-39,37.591131,127.0553896,국수 / 면 요리,만원 미만,../img/food_img/544.png
545,동대문구,팔레트,4,서울시 동대문구 회기동 346-16 2F,37.5912127,127.0562504,칵테일 / 와인,2만원-3만원,../img/food_img/545.png
546,동대문구,일미식당,4,서울시 동대문구 청량리동 701,37.5827902,127.0437386,탕 / 찌개 / 전골,만원 미만,../img/food_img/546.png
547,동대문구,고깃집도훈,4,서울시 동대문구 회기동 16-1,37.5927088,127.0531601,탕 / 찌개 / 전골,만원-2만원,../img/food_img/547.png
548,동대문구,사골마라탕,4,서울시 동대문구 이문동 264-303,37.5982382,127.0563778,기타 중식,만원-2만원,../img/food_img/548.png
549,동대문구,수퍼보울,4,서울시 동대문구 이문동 264-263 1F 101호,37.5983888,127.0557784,세계음식 기타,만원 미만,../img/food_img/549.png
550,동대문구,언니네함바그,4,서울시 동대문구 이문동 341-60 1F,37.5924205,127.0567508,기타 일식,만원 미만,../img/food_img/550.png
551,동대문구,컴플리트커피,3.9,서울시 동대문구 이문동 264-293,37.5982887,127.0567999,카페 / 디저트,만원 미만,../img/food_img/551.png
552,동대문구,신락원,3.9,서울시 동대문구 전농동 60-32,37.5788848,127.057182,정통 중식 / 일반 중식,만원 미만,../img/food_img/552.png
553,동대문구,슈퍼내추럴,3.9,서울시 동대문구 전농동 221-8 1F,37.5781168,127.0526504,카페 / 디저트,만원 미만,../img/food_img/553.png
554,동대문구,스시선생,3.9,서울시 동대문구 회기동 54-12,37.5914764,127.0552359,회 / 스시,만원-2만원,../img/food_img/554.png
555,동대문구,봉이만두,3.9,서울시 동대문구 휘경동 261-4 1F,37.590389,127.061167,딤섬 / 만두,만원 미만,../img/food_img/555.png
556,동대문구,Coffee Methodz,3.9,서울시 동대문구 회기동 25,37.5929032,127.0531241,카페 / 디저트,만원 미만,../img/food_img/556.png
557,동대문구,꼬로노이,3.9,서울시 동대문구 회기동 60-216 1F,37.5913849,127.0483209,이탈리안,만원-2만원,../img/food_img/557.png
558,동대문구,카페 대즐링,3.9,서울시 동대문구 제기동 137-130,37.5868527,127.0335082,카페 / 디저트,만원 미만,../img/food_img/558.png
559,동대문구,은하곱창,3.9,서울시 동대문구 전농동 295-48,37.5780206,127.0562951,고기 요리,만원-2만원,../img/food_img/559.png
560,동대문구,치맥파이브,3.9,서울시 동대문구 회기동 45-102 1F,37.5915771,127.0532985,치킨 / 호프 / 펍,만원-2만원,../img/food_img/560.png
561,동대문구,돼랑이우랑이,3.9,서울시 동대문구 이문동 82-27,37.5951376,127.0635254,까스 요리,만원 미만,../img/food_img/561.png
563,동대문구,이상한떡볶이집,3.9,서울시 동대문구 이문동 305-129,37.5953167,127.0611373,기타 양식,만원 미만,../img/food_img/563.png
564,동대문구,아임파이,3.9,서울시 동대문구 이문동 317-16,37.5946989,127.0602141,카페 / 디저트,만원 미만,../img/food_img/564.png
565,동대문구,커피디엔에이로스팅컴퍼니,3.9,서울시 동대문구 이문동 264-173 1F,37.5990377,127.0578452,카페 / 디저트,만원 미만,../img/food_img/565.png
566,동대문구,헤이피,3.9,서울시 동대문구 제기동 137-150 2F,37.5859319,127.0333532,카페 / 디저트,만원 미만,../img/food_img/566.png
567,동대문구,인더베이글,3.9,서울시 동대문구 회기동 60-71 1F,37.5923207,127.0508586,카페 / 디저트,만원 미만,../img/food_img/567.png
568,동대문구,배트콩,3.9,서울시 동대문구 회기동 2-15,37.591582,127.0550257,카페 / 디저트,만원 미만,../img/food_img/568.png
569,동대문구,라구퀸,3.9,서울시 동대문구 회기동 103-16,37.5908539,127.052567,이탈리안,만원-2만원,../img/food_img/569.png
570,동대문구,특별식당,3.9,서울시 동대문구 제기동 67-197,37.5858021,127.0333917,돈부리 / 일본 카레 / 벤토,만원 미만,../img/food_img/570.png
571,동대문구,물고기,3.8,서울시 동대문구 이문동 331-8,37.5955612,127.0575044,기타 한식,만원 미만,../img/food_img/571.png
572,동대문구,백수씨심야식당,3.8,서울시 동대문구 회기동 42-49,37.592396,127.0517846,일반 주점,만원-2만원,../img/food_img/572.png
573,동대문구,치보,3.8,서울시 동대문구 이문동 264-207,37.5991069,127.0575131,이탈리안,만원-2만원,../img/food_img/573.png
574,동대문구,여기가좋겠네,3.8,서울시 동대문구 회기동 16-10,37.5926164,127.0531669,닭 / 오리 요리,만원 미만,../img/food_img/574.png
575,동대문구,고향집,3.8,서울시 동대문구 청량리동 769-1,37.5802493,127.0437965,탕 / 찌개 / 전골,만원 미만,../img/food_img/575.png
576,동대문구,리진,3.8,서울시 동대문구 답십리동 99-20 2F,37.5743275,127.0572925,정통 중식 / 일반 중식,만원 미만,../img/food_img/576.png
577,동대문구,카페파인,3.8,서울시 동대문구 제기동 137-7 1F,37.5881163,127.0356769,카페 / 디저트,만원 미만,../img/food_img/577.png
578,동대문구,회기버거,3.8,서울시 동대문구 휘경동 183-243 1F,37.5914113,127.0570981,브런치 / 버거 / 샌드위치,만원 미만,../img/food_img/578.png
579,동대문구,오소록,3.8,서울시 동대문구 답십리동 276-24,37.5679702,127.0566192,국수 / 면 요리,만원 미만,../img/food_img/579.png
581,동대문구,히노하루,3.7,서울시 동대문구 이문동 341-18,37.5915053,127.0567344,회 / 스시,4만원 이상,../img/food_img/581.png
582,동대문구,평양냉면,3.7,서울시 동대문구 청량리동 296,37.5816566,127.0450831,국수 / 면 요리,만원-2만원,../img/food_img/582.png
583,동대문구,스시고이,3.7,서울시 동대문구 회기동 60-22,37.5911439,127.0527823,회 / 스시,만원-2만원,../img/food_img/583.png
584,동대문구,장군집,3.7,서울시 동대문구 회기동 54-39,37.591131,127.0553896,고기 요리,만원-2만원,../img/food_img/584.png
585,동대문구,할머니냉면집,3.7,서울시 동대문구 제기동 470,37.5822684,127.0436986,국수 / 면 요리,만원 미만,../img/food_img/585.png
586,동대문구,감초식당,3.7,서울시 동대문구 제기동 892-12 1F,37.5795443,127.0362626,고기 요리,만원-2만원,../img/food_img/586.png
587,동대문구,본가할머니보쌈,3.7,서울시 동대문구 이문동 288-46,37.5957882,127.060774,고기 요리,만원 미만,../img/food_img/587.png
588,동대문구,망우로30,3.7,서울시 동대문구 휘경동 317-60,37.5881109,127.0568336,카페 / 디저트,만원 미만,../img/food_img/588.png
589,동대문구,키라쿠,3.7,서울시 동대문구 제기동 1152-13 1F,37.5828222,127.0302688,카페 / 디저트,만원 미만,../img/food_img/589.png
590,동대문구,메이크샐러드,3.7,서울시 동대문구 이문동 287-39 1F,37.5953907,127.060622,기타 양식,만원 미만,../img/food_img/590.png
591,동대문구,와요,3.7,서울시 동대문구 회기동 16-12,37.5925459,127.0530968,카페 / 디저트,만원 미만,../img/food_img/591.png
592,동대문구,칠기마라탕,3.7,서울시 동대문구 제기동 136-148 1F,37.5880373,127.0351829,기타 중식,만원 미만,../img/food_img/592.png
593,동대문구,거복이식당,3.7,서울시 동대문구 회기동 42-6,37.5927951,127.0521571,고기 요리,만원 미만,../img/food_img/593.png
594,동대문구,푸른하늘,3.7,서울시 동대문구 회기동 34-1 1F,37.5935435,127.0530597,기타 한식,만원 미만,../img/food_img/594.png
595,동대문구,메모아르,3.7,서울시 동대문구 회기동 45-105 2F,37.59092,127.0533704,베이커리,만원 미만,../img/food_img/595.png
596,동대문구,코코니주방,3.7,서울시 동대문구 이문동 288-12 2F,37.5965269,127.0605694,기타 일식,만원 미만,../img/food_img/596.png
597,동대문구,Mods Place,3.7,서울시 동대문구 회기동 42-52,37.5926159,127.0518368,카페 / 디저트,만원 미만,../img/food_img/597.png
598,동대문구,카페양귀비,3.6,서울시 동대문구 이문동 345-7,37.5929749,127.0574382,카페 / 디저트,만원 미만,../img/food_img/598.png
599,동대문구,이모네파전,3.6,서울시 동대문구 휘경동 334-13,37.5891531,127.0559872,한정식 / 백반 / 정통 한식,만원-2만원,../img/food_img/599.png
600,중랑구,용마해장국,4.3,서울시 중랑구 망우동 406-1,37.5945326,127.1022807,탕 / 찌개 / 전골,만원 미만,../img/food_img/600.png
601,중랑구,티하우스나니,4.2,서울시 중랑구 신내동 493-46 102호,37.6003435,127.0987842,카페 / 디저트,만원 미만,../img/food_img/601.png
602,중랑구,만두만,4.2,서울시 중랑구 면목동 466-23,37.5810175,127.0917847,한정식 / 백반 / 정통 한식,만원 미만,../img/food_img/602.png
603,중랑구,팡도리노,3.9,서울시 중랑구 망우동 479 한일써너스빌리젠시 1단지 S1005호,37.5969776,127.0912909,베이커리,만원 미만,../img/food_img/603.png
604,중랑구,면동떡볶이,3.9,서울시 중랑구 면목동 552-4 1F,37.5847072,127.0865202,기타 한식,만원 미만,../img/food_img/604.png
605,중랑구,찜집,3.8,서울시 중랑구 면목동 632-6,37.5785405,127.0859227,해산물 요리,만원-2만원,../img/food_img/605.png
606,중랑구,한참치,3.7,서울시 중랑구 묵동 171-4 공감대아파트 상가 1F,37.5738414,127.0841812,회 / 스시,3만원-4만원,../img/food_img/606.png
607,중랑구,함평국밥,3.7,서울시 중랑구 상봉동 90-64,37.5954642,127.0892296,고기 요리,만원 미만,../img/food_img/607.png
608,중랑구,스시고메이,3.6,서울시 중랑구 묵동 176-21,37.6115147,127.0783581,회 / 스시,2만원-3만원,../img/food_img/608.png
609,중랑구,홍이네떡볶이,3.6,서울시 중랑구 망우동 342-47,37.6017053,127.1033843,기타 한식,만원 미만,../img/food_img/609.png
610,중랑구,흥부골숯불돼지왕갈비,3.5,서울시 중랑구 면목동 497-7 1F,37.5823489,127.0882923,고기 요리,만원-2만원,../img/food_img/610.png
611,중랑구,어글리스토브,3.1,서울시 중랑구 상봉동 501,37.5974401,127.0922415,브런치 / 버거 / 샌드위치,만원-2만원,../img/food_img/611.png
700,성북구,밀곳간,4.7,서울시 성북구 성북동 63-1,37.5941031,126.9993016,베이커리,만원 미만,../img/food_img/700.png
701,성북구,카레,4.6,서울시 성북구 성북동 161-6,37.5931593,127.0020169,돈부리 / 일본 카레 / 벤토,만원 미만,../img/food_img/701.png
702,성북구,도이칠란드 박,4.6,서울시 성북구 정릉동 372-37 1F,37.6087954,127.0069706,세계음식 기타,만원-2만원,../img/food_img/702.png
703,성북구,뽀르께노 스페니쉬비스트로,4.5,서울시 성북구 동소문동2가 33 1F,37.5883735,127.0071174,세계음식 기타,만원-2만원,../img/food_img/703.png
704,성북구,쎄오쎄오,4.5,서울시 성북구 동선동2가 140 B1,37.5908019,127.0185913,베트남 음식,만원-2만원,../img/food_img/704.png
705,성북구,공푸,4.4,서울시 성북구 삼선동5가 299-10,37.5888333,127.0161598,정통 중식 / 일반 중식,만원 미만,../img/food_img/705.png
706,성북구,드시소,4.4,서울시 성북구 정릉동 289-37 1F,37.6120314,127.0086765,이자카야 / 오뎅 / 꼬치,2만원-3만원,../img/food_img/706.png
707,성북구,토로생선구이,4.4,서울시 성북구 안암동5가 86-131,37.5856728,127.0305278,한정식 / 백반 / 정통 한식,만원-2만원,../img/food_img/707.png
708,성북구,우정초밥,4.3,서울시 성북구 종암동 33-14 1F,37.5929827,127.0342926,회 / 스시,2만원-3만원,../img/food_img/708.png
709,성북구,고른햇살,4.3,서울시 성북구 안암동5가 101-28,37.5870011,127.0294358,기타 한식,만원 미만,../img/food_img/709.png
710,성북구,스시다온,4.3,서울시 성북구 석관동 133-95 1F,37.6130088,127.0643783,회 / 스시,3만원-4만원,../img/food_img/710.png
711,성북구,안동반점,4.3,서울시 성북구 보문동1가 53,37.5870507,127.0189581,정통 중식 / 일반 중식,만원 미만,../img/food_img/711.png
712,성북구,치티,4.3,서울시 성북구 성북동1가 39 101호,37.5890566,127.0043467,이탈리안,2만원-3만원,../img/food_img/712.png
713,성북구,임금님자장면,4.3,서울시 성북구 정릉동 298-2,37.6124371,127.0077495,정통 중식 / 일반 중식,만원 미만,../img/food_img/713.png
714,성북구,유목커피바,4.3,서울시 성북구 동선동1가 85-151 2F,37.5916015,127.0187516,카페 / 디저트,만원 미만,../img/food_img/714.png
715,성북구,참나무닭나라,4.3,서울시 성북구 동소문동2가 290,37.5893,127.009661,닭 / 오리 요리,만원 미만,../img/food_img/715.png
716,성북구,일흥콩나물국밥,4.3,서울시 성북구 삼선동5가 394,37.588666,127.0183447,탕 / 찌개 / 전골,만원 미만,../img/food_img/716.png
717,성북구,추랑,4.3,서울시 성북구 삼선동4가 350-1 1F,37.5908688,127.0152258,전통 주점 / 포차,만원-2만원,../img/food_img/717.png
718,성북구,옥돌,4.3,서울시 성북구 동소문동6가 72 1F,37.5930164,127.0148099,이탈리안,만원-2만원,../img/food_img/718.png
719,성북구,애정마라샹궈,4.2,서울시 성북구 동선동1가 2-6 2F,37.5921612,127.0172457,정통 중식 / 일반 중식,만원-2만원,../img/food_img/719.png
720,성북구,성북동집,4.2,서울시 성북구 성북동 91,37.5944402,126.9956758,국수 / 면 요리,만원-2만원,../img/food_img/720.png
721,성북구,바람난오리궁뎅이,4.2,서울시 성북구 정릉동 767-4,37.6160168,127.0030866,닭 / 오리 요리,2만원-3만원,../img/food_img/721.png
722,성북구,동우설렁탕,4.2,서울시 성북구 안암동5가 15-25,37.5884179,127.0290274,탕 / 찌개 / 전골,만원-2만원,../img/food_img/722.png
723,성북구,반지,4.2,서울시 성북구 안암동5가 103-141 B1,37.5846642,127.0300725,기타 양식,만원-2만원,../img/food_img/723.png
724,성북구,성북동누룽지백숙,4.1,서울시 성북구 성북동 281-3,37.5945672,126.9903557,국수 / 면 요리,만원 미만,../img/food_img/724.png
725,성북구,성북동면옥집,4.1,서울시 성북구 성북동 330-105,37.5958649,126.9885749,국수 / 면 요리,만원-2만원,../img/food_img/725.png
726,성북구,동병상련,4.1,서울시 성북구 성북동 321-13,37.5993438,126.9927389,카페 / 디저트,만원 미만,../img/food_img/726.png
727,성북구,팔백집,4.1,서울시 성북구 동선동2가 172 1F,37.5895032,127.0198292,고기 요리,만원-2만원,../img/food_img/727.png
728,성북구,오샬,4.1,서울시 성북구 안암동5가 146-5 문원빌딩 3F,37.5859649,127.0291796,인도 음식,만원-2만원,../img/food_img/728.png
729,성북구,영순관,4.1,서울시 성북구 보문동2가 122,37.5843112,127.0194106,정통 중식 / 일반 중식,만원 미만,../img/food_img/729.png
730,성북구,스프레드,4.1,서울시 성북구 성북동 184-37 1F,37.5903279,127.0046498,카페 / 디저트,만원 미만,../img/food_img/730.png
731,성북구,샤뽀블랑,4.1,서울시 성북구 성북동 161-14,37.592939,127.0023087,베이커리,만원 미만,../img/food_img/731.png
732,성북구,구포국수,4.1,서울시 성북구 성북동 170-41,37.5925105,127.0027964,국수 / 면 요리,만원 미만,../img/food_img/732.png
733,성북구,달콤한위로,4.1,서울시 성북구 성북동1가 47,37.5890582,127.0042046,카페 / 디저트,만원 미만,../img/food_img/733.png
734,성북구,비나케이크,4.1,서울시 성북구 보문동1가 1-12 101호,37.5883092,127.018489,카페 / 디저트,만원-2만원,../img/food_img/734.png
735,성북구,길음모소리,4.1,서울시 성북구 길음동 530-34,37.6044304,127.0247843,고기 요리,만원-2만원,../img/food_img/735.png
736,성북구,동선식당,4.1,서울시 성북구 동선동2가 65,37.5898212,127.0190628,고기 요리,만원-2만원,../img/food_img/736.png
737,성북구,와플앨리,4.1,서울시 성북구 안암동5가 86-152 1F,37.5855346,127.0310962,카페 / 디저트,만원 미만,../img/food_img/737.png
738,성북구,호랑이김밥,4.1,서울시 성북구 성북동 184-90,37.5897902,127.0049103,기타 한식,만원 미만,../img/food_img/738.png
739,성북구,일미옥,4.1,서울시 성북구 안암동5가 15-32 B1,37.5873327,127.0296586,정통 중식 / 일반 중식,만원 미만,../img/food_img/739.png
740,성북구,이상조전통만두국,4.1,서울시 성북구 안암동3가 99,37.5830537,127.0223515,한정식 / 백반 / 정통 한식,만원 미만,../img/food_img/740.png
741,성북구,천막집,4.1,서울시 성북구 동선동2가 53 1F,37.5891171,127.0190486,고기 요리,만원-2만원,../img/food_img/741.png
742,성북구,모짜,4,서울시 성북구 성북동 68-4,37.5930611,126.9975571,이탈리안,만원-2만원,../img/food_img/742.png
743,성북구,버거파크,4,서울시 성북구 동선동2가 10,37.5905746,127.0184101,브런치 / 버거 / 샌드위치,만원 미만,../img/food_img/743.png
744,성북구,너의냠냠버거,4,서울시 성북구 성북동 58-3,37.5937747,127.0011532,브런치 / 버거 / 샌드위치,만원 미만,../img/food_img/744.png
745,성북구,제뉴어리피크닉,4,서울시 성북구 성북동1가 48,37.5891404,127.0041566,카페 / 디저트,만원 미만,../img/food_img/745.png
746,성북구,일상,4,서울시 성북구 성북동 100-1,37.5930817,126.9971955,카페 / 디저트,만원 미만,../img/food_img/746.png
747,성북구,수아당,4,서울시 성북구 동선동1가 111 1F,37.5930779,127.0180252,기타 한식,만원 미만,../img/food_img/747.png
748,성북구,봉화묵집,4,서울시 성북구 정릉동 488-1,37.602696,127.010764,한정식 / 백반 / 정통 한식,만원 미만,../img/food_img/748.png
749,성북구,계모임,4,서울시 성북구 동선동2가 62 1F,37.5895724,127.0192155,닭 / 오리 요리,만원-2만원,../img/food_img/749.png
750,성북구,할매숯불닭갈비,4,서울시 성북구 동선동1가 8,37.5910231,127.017208,닭 / 오리 요리,만원-2만원,../img/food_img/750.png
751,성북구,한상차림밥상,4,서울시 성북구 안암동3가 9 1F,37.5843513,127.0218411,한정식 / 백반 / 정통 한식,만원-2만원,../img/food_img/751.png
752,성북구,어흥식당,4,서울시 성북구 안암동5가 15-2,37.5881154,127.0298464,스테이크 / 바베큐,만원 미만,../img/food_img/752.png
753,성북구,제주고깃집,4,서울시 성북구 안암동5가 134-35,37.5826594,127.0288403,고기 요리,만원-2만원,../img/food_img/753.png
754,성북구,이공김밥,4,서울시 성북구 안암동5가 134-94,37.5824074,127.0284525,기타 한식,만원 미만,../img/food_img/754.png
755,성북구,샌드위치하우스,4,서울시 성북구 동선동3가 232,37.5915813,127.0200794,브런치 / 버거 / 샌드위치,만원 미만,../img/food_img/755.png
756,성북구,오버스토리,4,서울시 성북구 성북동 8-28 B1,37.5987526,126.9996777,카페 / 디저트,만원 미만,../img/food_img/756.png
757,성북구,바스크,4,서울시 성북구 길음동 1171-14,37.6086096,127.022547,카페 / 디저트,만원 미만,../img/food_img/757.png
